Name:            Clone of:
bbh_140          bbh_160
bbh_150          bbh_160
bbhsca           bbhsc
bbmanwj          bbmanw
bbmanwja         bbmanw
bbnny_lu         bbnny_l2
bbredux          bublbobl
bbros            pang
bbustersj        bbusters
bbustersja       bbusters
bbustersu        bbusters
bbustersua       bbusters
bcats_g4         bcats_l5
bcats_l2         bcats_l5
bcrusher         kncljoe
bcs3a            bcs3
bcs3b            bcs3
bcs3c            bcs3
bcs3d            bcs3
bcstrya          bcstry
bdk_130          bdk_294
bdk_150          bdk_294
bdk_160          bdk_294
bdk_200          bdk_294
bdk_210          bdk_294
bdk_220          bdk_294
bdk_290          bdk_294
beastf           suprglob
beastfp          suprglob
beastrzra        beastrzr
beastrzrb        beastrzr
beatclck2        beatclck
bebox2           bebox
beebopa          beebop
beebopb          beebop
beebopc          beebop
beebopd          beebop
beebope          beebop
beetlema         beetlem
beetlemb         beetlem
beetlemc         beetlem
beetlemd         beetlem
beezer1          beezer
begas1           begas
berabohmb        berabohm
berl16a          berl16
berl16l          berl16
berl32t8p        van32
berlinpl         berlinp
berlwallk        berlwall
berlwallt        berlwall
bermudata        worldwar
bermudatj        bermudat
berzerka         berzerk
berzerkb         berzerk
berzerkf         berzerk
berzerkg         berzerk
berzerks         berzerk
bestleag         bigstrik
bestleaw         bigstrik
bestria          bestri
bestzx           spec128
betafrce         kamikaze
bg_maxa          bg_max
bgareggabl       bgaregga
bgareggabla      bgaregga
bgareggablj      bgaregga
bgareggacn       bgaregga
bgareggahk       bgaregga
bgareggak        bgaregga
bgaregganv       bgaregga
bgareggat        bgaregga
bgareggat2       bgaregga
bgareggatw       bgaregga
bgbasketbb       bgbasketb
bguns_l7         bguns_l8
bguns_la         bguns_l8
bguns_p1         bguns_l8
bi025c           ibm5170
biathlon         gnw_mmouse
bigbang          tdragon2
bigbanga         tdragon2
bigbena          bigben
bigbenq          bigben
bigdeal          bonuscrd
bigdealb         bonuscrd
bigevglfj        bigevglf
bigfghtr         skyrobo
bigfightj        bigfight
bighousef        bighouse
bighouseg        bighouse
bigkarnkm        bigkarnk
bigkong          ckong
bigkonggx        ckong
bigreda          bigred
bigrunu          bigrun
bigstrkb         bigstrik
bigstrkba        bigstrik
bigtwinb         bigtwin
bikerace2        bikerace
biliard          pool10
billiard         hustler
billlist         pokechmp
binbug           pipbug
bingomana        bingoman
bingownga        bingowng
biomtoya         biomtoy
biomtoyb         biomtoy
biomtoyc         biomtoy
bionicc1         bionicc
bionicc2         bionicc
bioniccbl        bionicc
bioniccbl2       bionicc
bioplayc         biomtoy
birdtrya         birdtry
birdtryb         birdtry
bjourneyh        bjourney
bjtwina          bjtwin
bjtwinp          bjtwin
bjtwinpa         bjtwin
bk001001         bk0010
bk0010fd         bk0010
bk0011m          bk0010
bk08             spectrum
bk2k_la2         bk2k_l4
bk2k_lg1         bk2k_l4
bk2k_lg3         bk2k_l4
bk2k_pa5         bk2k_l4
bk2k_pa7         bk2k_l4
bk2k_pf1         bk2k_l4
bk2k_pu1         bk2k_l4
bk8t             korvet
bk_f4            bk_l4
bk_l3            bk_l4
black100s        black100
blackbda         blackbd
blackbdb         blackbd
blackblt2        blackblt
bladestle        bladestl
bladestll        bladestl
blandiap         blandia
blasterkit       blaster
blastero         blaster
blazeonj         blazeon
blckhole2        blckhole
blckjack         videopkr
bldwolf          battlera
bldwolfj         battlera
bldyroar         beastrzr
bldyror2a        bldyror2
bldyror2j        bldyror2
bldyror2u        bldyror2
blitz99a         blitz99
blitzs           spectrum
blkbustr         mrjong
blkdrgon         blktiger
blkdrgonb        blktiger
blkheartj        blkheart
blkou_f1         blkou_l1
blkou_t1         blkou_l1
blktigera        blktiger
blktigerb1       blktiger
blktigerb2       blktiger
blktigerb3       blktiger
blktigerm        blktiger
blmbycaru        blmbycar
block2           arkanoid
blockbl          block
blockcarb        blockcar
blockgalb        blockgal
blockj           block
blockout2        blockout
blockout3        blockout
blockoutj        blockout
blockr1          block
blockr2          block
bloodbroj        bloodbro
bloodbroja       bloodbro
bloodbrok        bloodbro
bloodbrom        bloodbro
bloodbrou        bloodbro
bloodstm104      bloodstm
bloodstm110      bloodstm
bloodstm210      bloodstm
bloodstm220      bloodstm
bloodstm221      bloodstm
blotoa           bloto
bloxeeda         bloxeed
bloxeedc         bloxeed
bloxeedd         bloxeed
bloxeedu         bloxeed
blpearla         blpearl
blpearlb         blpearl
blpearlc         blpearl
blpearld         blpearl
blstroid2        blstroid
blstroid3        blstroid
blstroidg        blstroid
blstroidh        blstroid
blswhstla        blswhstl
bluehawkn        bluehawk
bluenote         ibm5170
blueprntj        blueprnt
blueshrkmr       blueshrk
blueshrkmr2      blueshrk
bm2ndmxa         bm2ndmix
bm3rdeaa         bm3rdmix
bmcfball         ssfball
bmcmxaac         bmcompmx
bmcompmxb        bmcompmx
bmf_at           batmanf
bmf_be           batmanf
bmf_ch           batmanf
bmf_cn           batmanf
bmf_de           batmanf
bmf_fr           batmanf
bmf_it           batmanf
bmf_jp           batmanf
bmf_nl           batmanf
bmf_no           batmanf
bmf_sp           batmanf
bmf_sv           batmanf
bmf_time         batmanf
bmf_uk           batmanf
bmiidx3a         bmiidx3
bmiidx3b         bmiidx3
bmiidx6a         bmiidx6
bmiidx7a         bmiidx7
bmiidxa          bmiidx
bmiidxca         bmiidxc
bmiidxsa         bmiidxs
bml3mk2          bml3
bml3mk5          bml3
bndarc           arcadia
bnj              brubber
bnjm             brubber
bnstars          bnstars1
bnzabrosj        bnzabros
bnzai_g3         bnzai_l3
bnzai_l1         bnzai_l3
bnzai_pa         bnzai_l3
boasorte         bchanceq
boblbobl         bublbobl
boblcave         bublbobl
boggy84b         boggy84
boggy84b2        boggy84
bomber           scramble
bombjack2        bombjack
bombjackt        bombjack
bombkicka        bombkick
bomblord         bbmanw
bombrman         dynablst
bonanzar2        bonanza
bonebstrf        bonebstr
bonebstrg        bonebstr
bonuscrda        bonuscrd
bonzeadvo        bonzeadv
bonzeadvp        bonzeadv
bonzeadvu        bonzeadv
boobhack         horekid
boogwinga        boogwing
boogwingu        boogwing
boomranga        boomrang
bootcamp         combatsc
bootcampa        combatsc
bootsctnu        bootsctn
bootsctnua       bootsctn
bootsctnub       bootsctn
bop_l2           bop_l7
bop_l3           bop_l7
bop_l4           bop_l7
bop_l5           bop_l7
bop_l6           bop_l7
borencha         borench
borenchj         borench
borisa           boris
borntofiv        borntofi
bosco1           bosco
bosco1o          bosco
bosco3           bosco
boscomd          bosco
boscomdo         bosco
bossa85          olybossd
bossb85          olybossd
botanic2         botanic
botanicf         botanic
botss11          botss
bottl10b         bottle10
bottom9n         bottom9
bouldashj        bouldash
bounty2          bounty
bountyhg         bountyh
bowarrowa        bowarrow
bowlroad14       bowlroad
bowlroad14n      bowlroad
boxyboya         boxyboy
bpartya          bparty
bpoker           videopkr
br_l1            br_l4
br_l3            br_l4
br_p17           br_l4
brailab4         homelab2
brapboysp        brapboys
brapboysp2       brapboys
brapboyspj       brapboys
brapboyspu       brapboys
brasil89a        brasil89
brdrlinb         brdrline
brdrlinet        brdrline
brdrlins         brdrline
breywood         shackled
brickyrd         barricad
brickzn11        brickzn
brickznv4        brickzn
brickznv5        brickzn
bridgeca         vbrc
brivalj          brival
brix             zzyzzyxx
brkblast         wallc
brkthrubl        brkthru
brkthruj         brkthru
brkthrut         brkthru
bronx            cyclshtg
brooklyna        brooklyn
bruc100a         bruc100
brvbladea        brvblade
brvbladej        brvblade
brvbladeu        brvblade
bs4thmix         bm4thmix
bsb105           bsv103
bsebman          carrera
bsharkj          bshark
bsharkjjs        bshark
bsharku          bshark
bship82          bship
bshipb           bship
bssoccera        bssoccer
bstarsh          bstars
bsuertea         bsuerte
bsuerteb         bsuerte
bsuertec         bsuerte
bsuerted         bsuerte
bsuertee         bsuerte
bsuertef         bsuerte
bsuerteg         bsuerte
bsuerteh         bsuerte
bsuertei         bsuerte
bsuertej         bsuerte
bsuertek         bsuerte
bsuertel         bsuerte
bsuertem         bsuerte
bsuerten         bsuerte
bsuerteo         bsuerte
bsuertep         bsuerte
bsuerteq         bsuerte
bsuerter         bsuerte
bsuertes         bsuerte
bsuertet         bsuerte
bsuerteu         bsuerte
bsuertev         bsuerte
bsv100r          bsv103
bsv102           bsv103
bsv102r          bsv103
btime2           btime
btime3           btime
btimem           btime
btlfield         timesold
btlfieldb        timesold
btlkroadk        btlkroad
btm2105          electron
btmn_101         btmn_106
btmn_103         btmn_106
btmn_103f        btmn_106
btmn_103g        btmn_106
bttf_a20         bttf_a28
bttf_a21         bttf_a28
bttf_a27         bttf_a28
bttf_g27         bttf_a28
bub68705         bublbobl
bub8749          bublbobl
bubblemj         bubblem
bubblemu         bubblem
bubblesp         bubbles
bubblesr         bubbles
bubbletrj        bubbletr
bubl2000a        bubl2000
bublbob2o        bublbob2
bublbob2p        bublbob2
bublbobl1        bublbobl
bublboblb        bublbobl
bublboblp        bublbobl
bublboblr        bublbobl
bublboblr1       bublbobl
bublbust         pbobble
bublcave         bublbobl
bublcave10       bublbobl
bublcave11       bublbobl
bublpong         missb2
bubsymphb        bublbob2
bubsymphba       bublbob2
bubsymphe        bublbob2
bubsymphj        bublbob2
bubsymphu        bublbob2
bucaneeru        bucaneer
bucaner          puckman
bucanera         puckman
buccanrsa        buccanrs
buccanrsb        buccanrs
buckrogn         buckrog
buckrogn2        buckrog
buckyaa          bucky
buckyaab         bucky
buckyea          bucky
buckyjaa         bucky
buckyuab         bucky
buffalou         buffalo
bugfeverd        bugfever
bugfevero        bugfever
bugfeverv        bugfever
bugfeverv2       bugfever
buggyboyb        buggyboy
buggyboyjr       buggyboy
buggychlt        buggychl
bulletd          bullet
bullfgtrs        bullfgtr
bullsdrtg        bullsdrt
bullseyn         bullseye
bumblbugql       bumblbug
bumblbugu        bumblbug
bumblbugua       bumblbug
bungeema         bungeem
bupa             bup
buraiken         avengers
buraikenb        avengers
burnforco        burnforc
burningfh        burningf
burningfp        burningf
burningfpa       burningf
burningfpb       burningf
bushidoa         bushido
bushidob         bushido
butasanj         butasan
butrflybl        butrfly
buzzard          gyrodine
bw14             bw12
bw14d            bw12
bw230            ibm5150
bwidowp          bwidow
bwingsa          bwings
bwingso          bwings
bx256hp          b128hp
byte             spectrum
bzonea           bzone
bzonec           bzone
c116             c264
c128_de          c128
c128_se          c128
c128cr           c128
c128d            c128
c128d81          c128
c128dcr          c128
c128dcr_de       c128
c128dcr_se       c128
c128dcrp         c128
c128dp           c128
c16              c264
c16_hu           c264
c16p             c264
c1p              sb2m600b
c1pmf            sb2m600b
c232             c264
c2717            pmd851
c2717pmd         pmd851
c286lt           ibm5170
c386sx16         ibm5170
c386sx25         ibm5170
c386sxlt         ibm5170
c64_jp           c64
c64_se           c64
c64c             c64
c64c_es          c64
c64c_se          c64
c64cp            c64
c64dx            c65
c64g             c64
c64gs            c64
c64p             c64
cabala           cabal
cabalbl          cabal
cabalbl2         cabal
cabaluk          cabal
cabalukj         cabal
cabalus          cabal
cabalus2         cabal
cactus           sabotenb
cadashf          cadash
cadashg          cadash
cadashgo         cadash
cadashi          cadash
cadashj          cadash
cadashj1         cadash
cadashjo         cadash
cadashp          cadash
cadashs          cadash
cadashu          cadash
cadashu1         cadash
cadd810          ibm5150
calorieb         calorie
calspeeda        calspeed
calspeedb        calspeed
cameltrya        cameltry
cameltryau       cameltry
cameltryj        cameltry
candance         osman
candory          ponpoko
cannballv        cannball
cannonb          cannonbp
cannonb2         cannonbp
cannonb3         cannonbp
canonv10         canonv20
canonv20e        canonv20
canonv20f        canonv20
canonv20g        canonv20
canonv20s        canonv20
canyonp          canyon
capbowl2         capbowl
capbowl3         capbowl
capbowl4         capbowl
capitol          pleiads
capsnka          capsnk
capsnkb          capsnk
captavena        captaven
captavene        captaven
captavenj        captaven
captavenu        captaven
captavenua       captaven
captavenuu       captaven
captcommb        captcomm
captcommb2       captcomm
captcommj        captcomm
captcommjr1      captcomm
captcommr1       captcomm
captcommu        captcomm
car2             headon2
caractn          brubber
caractn2         brubber
carb2002         nfb96
carb2003         nfb96
carmarty         fmtmarty
carnevil1        carnevil
carnivalb        carnival
carnivalc        carnival
carnivalca       carnival
carnivalh        carnival
carnivalha       carnival
cascade          avalnche
cashcata         cashcat
cashcatnz        cashcat
cashchama        cashcham
cashchamnz       cashcham
cashchamu        cashcham
cashcra5a        cashcra5
casino5a         casino5
casino5b         casino5
caspokera        caspoker
caspokerb        caspoker
castawaya        castaway
caswin           rcasino
catch22          combat
caterplr         centiped
catnmousa        catnmous
catt             mcatadv
cavemana         caveman
cavnegro1        cavnegro
cavnegro2        cavnegro
cawingb2         cawing
cawingbl         cawing
cawingj          cawing
cawingr1         cawing
cawingu          cawing
cawingur1        cawing
cb3              ncb3
cb308            mcb216
cb3a             ncb3
cb3b             ncb3
cb3c             ncb3
cb3d             ncb3
cb3e             ncb3
cb3f             ncb3
cbm3008          pet2001n
cbm3016          pet2001n
cbm3032          pet2001n
cbm3032b         pet2001b
