"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Kidou Senshi Gundam Vol. 2: Jaburo",,df1a794f7e3992b1e1e9de14141b607746202202,,,"Kidou Senshi Gundam Vol. 2: Jaburo",,,,2001/08/16,Bandai,,,[SWJ-BANC17],,,,,,,,,,,
"Senkaiden Ni: TV Animation Senkaiden Houshin Engi Yori",,df9e831842072d9af613effbee7162229849de58,,,"Senkaiden Ni: TV Animation Senkaiden Houshin Engi Yori",,,,2000/12/21,Bandai,,,[SWJ-BANC04],,,,,,,,,,,
"Goraku Ou Tango!",,e036720482ce1ff491b45f2d2295bf984682e211,,,"Goraku Ou Tango!",,,,1999/04/01,Mebius,,,[SWJ-PAW001],"SRAM Sekret",,,,,,,,,,
"Glocal Hexcite",,e100d54e5c63512dbd655f0439870e08ced439dd,,,"Glocal Hexcite",,,,2000/06/29,Gajin,,,[SWJ-KGT008],,,,,,,,,,,
"Turntablist: DJ Battle",,e1bcf9b91d1ea914e227a616481455fc9661cd8e,,,"Turntablist: DJ Battle",,,,1999/11/25,Bandai,,,[SWJ-BAN017],EEPROM,,,,,,,,,,
@,,e1fef3ce7371fdb65ead1fd7023b2e31b323356f,,,"WonderProject Intro",,,"Copyright Public Domain",2006,Orion,@,,,,,,,,,,,,,
"Chaos Gear: Michibikareshi Mono",,e212bba4fac51bbfcf440966da0e67b1686dcfc5,,,"Chaos Gear: Michibikareshi Mono",,,,1999/05/27,Bandai,,,[SWJ-BAN00B],,,,,,,,,,,
"Sotsugyou for WonderSwan",,e461762566d529d1b103f119da50353902d180d7,,,"Sotsugyou for WonderSwan",,,,1999/12/16,"Bandai Visual",,,[SWJ-BVL002],,,,,,,,,,,
"Meitantei Conan: Nishi no Meitantei Saidai no Kiki!",,e5684789e81f9d739010db575022a12a448b5509,,,"Meitantei Conan: Nishi no Meitantei Saidai no Kiki!",,,,2000/07/27,Bandai,,,[SWJ-BAN027],,,,,,,,,,,
"SD Gundam Gashapon Senki: Episode 1",,e6899de5b53f73c8978e3330dca0f2daaf95f140,,,"SD Gundam Gashapon Senki: Episode 1",,,,1999/12/29,Bandai,,,[SWJ-BAN020],,,,,,,,,,,
"Super Robot Taisen Compact 2: Dai-1-bu: Chijou Gekidou Hen",,e6911e5bb0a742ba299e05b20ee81f2faa4854a5,,,,,,,2000/03/23,Banpresto,,,[SWJ-BPR003],,,,,,,,,,,
"Last Alive",,e756b1bab89860f5ddfa2706a61f1ae1b8f16add,,,"Last Alive",,,,2001/07/26,Bandai,,,[SWJ-BANC15],"SRAM Sekret",,,,,,,,,,
"Moero!! Pro Yakyuu Rookies",,e88e659cc04fc08a04b8c881f62fe086c5cdab06,,,"Moero!! Pro Yakyuu Rookies",,,,2000/03/30,Jaleco,,,[SWJ-JLC002],,,,,,,,,,,
"Kidou Senshi Gundam Seed",,e933ff8eace56a462019ae4654b0bab1b21b1d6c,,,"Kidou Senshi Gundam Seed",,,,2003/03/15,Bandai,,,[SWJ-BANC36],,,,,,,,,,,
"Super Robot Taisen Compact",,e93d58ab5819992e54223f5d1c4d5aeb6983d6a3,,,"Super Robot Taisen Compact",,,,1999/04/28,Banpresto,,,[SWJ-BPR001],,,,,,,,,,,
"Wild Card",,ea878a485a20abd5251065fd66e82d9d8b8a669d,,,"Wild Card",,,,2001/03/29,Squaresoft,,,[SWJ-SQRC04],,,,,,,,,,,
"Chou Aniki: Otoko no Tamafuda",,eb538b82c5516fae8ce38778e41fb118aa5c830f,,,"Chou Aniki: Otoko no Tamafuda",,,,2000/02/10,NCS,,,[SWJ-BAN023],,,,,,,,,,,
"SD Gundam Eiyuu Den: Kishi Densetsu",,ebd4b37ade6df717f7b637747a4d3c45a6cca037,,,,,,,2001/03/15,Bandai,jp,,[SWJ-BANC0A],,,,,,,,,,,
"Digimon: Ver. WonderSwan",,ecea24db6e65254ab4d6e312de0eb951c7df716f,,,"Digital Monster: Ver. WonderSwan",,,"Rev 1",1999/03/25,Bandai,jp,,[SWJ-BAN005],,,,,,,,,,,
GunPey,,ee4b777f029bac9561e60c19407d08360e733822,,,GunPey,,,,1999/03/04,Bandai,,,[SWJ-BAN001],,,,,,,,,,,
@,,ee9c7226a03d4eed0a27266719652e4c71ad0a35,,,"Digimon Adventure 02: Tag Tamers",,,,2000/08/03,Bandai,@,,[v0.35-20031122],,,"en PmHacks",,,,,,,,
"Kinnikuman II-Sei: Choujin Seisenshi",,efcf8f92357ffc6f6ec0e4aa960cd97a5070836e,,,,,,,2003/01/30,Bandai,jp,,[SWJ-BANC34],,,,,,,,,,,
"Fever: Sankyo Koushiki Pachinko Simulation for WonderSwan",,f26b0215c49e04cb8ef6f031b627dff6a49d2015,,,,,,,1999/12/09,Interbec,,,[SWJ-BEC002],,,,,,,,,,,
"Public Domain",,f28a57a0f83aae19729cd00441ec6a533bff6faa,,,"Chaos Demo",,,"v 1.0; Copyright Public Domain",2001,"Doty, Charles",,,,,,,,,,,,,,
"Itou Junji Uzumaki: Noroi Simulation",,f3f73644ee41fddc65f84f8882a474cd8741c912,,,"Itou Junji Uzumaki: Noroi Simulation",,,,2000/03/04,"Omega Micott",jp,,[SWJ-OMM002],"SRAM Sekret",,,,,,,,,,
"Public Domain",,f4135027694c216613d763aae32d3c43f04b59b3,,,"Bank Test",,,"Copyright Public Domain",2001,"Sir Dragoon",,,,,,,,,,,,,,
"Memories Off: Festa",,f47b4ab9197999bbec351750601baa20fbbd7177,,,"Memories Off: Festa",,,,2001/03/08,Kid,,,[SWJ-KDKC01],,,,,,,,,,,
"Final Fantasy II",,f4cf414034e93fda707adf3e27941b4fb6bc77a5,,,"Final Fantasy II",,,,2001/05/03,Squaresoft,,,[v0.95-20020520],,"e en RPGOne",,,,,,,,,
"Slither Link",,f654144972a1bae0a5334df8d2300020b01ea9b3,,,"Slither Link",,,,2000/04/20,Bandai,,o,"o 1; [SWJ-BAN029]",EEPROM,,,,,,,,,,
"Hunter X Hunter: Greed Island",,f66335b5af87e7cb72ae311eb9b339534722f738,,,"Hunter X Hunter: Greed Island",,,,2003/04/24,Bandai,,,[SWJ-BANC39],,,,,,,,,,,
@,,f7916aca81d957ad76e9b57d7f04ac10583ab318,,,"Walking Dudes Demo",,,"v 1.0; Copyright Public Domain",2002,zalas,@,,,,,,,,,,,,,
"Engacho! for WonderSwan",,f79451034b6d844f0e10c825306bbc26f26a5466,,,,,,,1999/10/28,"Nihon System",,,[SWJ-NAP001],,,,,,,,,,,
"Guilty Gear Petit 2",,f7aeab6724154f7ef6a389f9f18b7100045e1064,,,"Guilty Gear Petit 2",,,,2001/09/27,Sammy,,,[SWJ-SUMC08],,,,,,,,,,,
@,,f7c8f8b6b6d036df8fc4bde72fcfac2846dffe35,,,"Inuyasha: Kagome no Yume Nikki",,,,2002/11/16,Bandai,@,,[SWJ-BANC32],,,,,,,,,,,
Tonpuusou,,f7df3ee69903b5dc8923d94a2d53261186655bd0,,,Tonpuusou,,,,2001/06/28,Bandai,jp,,[SWJ-BANC13],"SRAM Sekret",,,,,,,,,,
"Public Domain",,f8e19b686bfc17c97d2a776ef377ef370db000a4,,,Wondersnake,,,"Copyright Public Domain; (beta)",2001,"Kojote - Slanina, Tomasz",,,,,,,,,,,,,,
"Fishing Freaks: Bass Rise for WonderSwan",,f8f077da30f227f3793e97c7f1d656559f08b9d4,,,,,,,2000/02/24,Interbec,,,[SWJ-BEC004],,,,,,,,,,,
@,,f966518b23b68646f66c8ef56b42ee8fe4450c43,,,"Jbkun Test 16 for WWWLib",,,"Copyright Public Domain",2004,Jbkun,@,,,,,,,,,,,,,
Tonpuusou,,fb53c28bd48174d3829467f1ab81d3f87f9a7f5b,,,Tonpuusou,,,,2001/06/28,Bandai,jp,,[SWJ-BANC13],,,,,,,,,,,
"Pocket Fighter",,fb8d0f4e58a4192989ec71eb6e392d182aaa3eec,,,"Pocket Fighter",,,,2000/04/06,Bandai,,,[SWJ-BAN00A],,,,,,,,,,,
"Public Domain",,fba08686849986be83e7f896cc780dfafe9a608b,,,"#Wonderwitch Intro",,,"v 1.2; Copyright Public Domain",2001,"Slanina, Tomasz",,,,,,,,,,,,,,
"Fire Pro Wrestling for WonderSwan",,fbb745b016cc710ff6f82ec3091a181415d8de61,,,,,,,2000/08/21,Naxat,,,[SWJ-KGT007],,,,,,,,,,,
"Senkaiden: TV Animation Senkaiden Houshin Engi Yori",,fc8b0b9b7efeac54812e7ae54153b7ae0cb9c12f,,,"Senkaiden: TV Animation Senkaiden Houshin Engi Yori",,,,2000/02/24,Bandai,,,[SWJ-BAN023],,,,,,,,,,,
"Public Domain",,fec915b4993f2d84ea30bd0fa4d8575e9074d292,,,Wondersnake,,,"Copyright Public Domain",2001/09/11,"Kojote - Slanina, Tomasz",,,,,,,,,,,,,,
@,,fffb1aea34e0a96113cd10ba9de515000d27bfe6,,,"Battle Spirit: Digimon Frontier",,,,2002/12/07,Bandai,@,,[SWJ-BANC31],,,,,,,,,,,
