Group,SHA1,ID,Folder,FileName,Title,[Removed],"Sort Title",Version,Year,Publisher,Zone,DumpStatus,"Dump Info",Fixed,Trainer,Translation,Pirate,Cracked,Modified,Hack,"Extra Parameters",,,
@,,aa424e03fa63196b7065f2df54f22d285294ea46,,,"Blazing Lazers",,,@,1989,NEC,us,b,@,@,@,@,@,@,@,@,@,,,
@,,a7a141072c188d56df4c37a036903daf255affc0,,,"Blazing Lazers",,,@,1989,NEC,us,@,,@,Invincible,@,@,@,@,@,@,,,
@,,0dcee9968c8b64c04629e60d8bd994f5ace2e06b,,,"Blazing Lazers",,,@,1989,NEC,us,@,,@,Lives,@,@,@,@,@,@,,,
@,,13712aaee596ad96ab743d5e82ed96895089afeb,,,"Blazing Lazers",,,@,1989,NEC,us,@,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,0751283885112c6efabe53a7b24abb31194439ef,,,Blockos,,,,,Mooz,,?,,,,,,,,,,,,
Timeball,,bec30d1fdb566adaa82f4b27580495454025c2a5,,,Blodia,,,@,1989,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
Timeball,,bcb3070f617059c9d0d781ece2aee9ae74951f6a,,,Blodia,,,@,1989,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
Timeball,,5d4a421d707ae28a6bec124ed3514292ff974f4c,,,Blodia,,,,,,jp,b,,,,,,,,,,,,
Timeball,,9f3161e66867697abdbd59504c63c237f5557f6b,,,Blodia,,,,,,jp,?,,,,,,,,,,,,
Timeball,,ac56c92df2ee9701ee6921e2c3a7e1803c45cd2f,,,"Blodia Sounds",,,,,,,?,,,,,,,,,,,,
"Bloody Wolf",,a5ca79ced60c149e51744ecf57ddabc30bda7a7e,,,"Bloody Wolf",,,@,1990,NEC,us,@,,@,Lives,@,@,@,@,@,@,,,
"Bloody Wolf",,6cbf235894af27c82352527c7fc4800446f21a0f,,,"Bloody Wolf",,,@,1990,NEC,us,@,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
"Bloody Wolf",,a61f2d99112fb59daae0c125bc6c8392fbb51951,,,"Bloody Wolf",,,@,@,"Wave Translations",us,@,@,@,@,es,@,@,@,@,@,,,
"Bloody Wolf",,0363a06c122e905a4cf4e8a3bb02b539a346f27a,,,"Bloody Wolf",,,@,1990,NEC,us,b,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
"Bloody Wolf",,45f8762414fb6b581b6159908cc35b2607ecf237,,,"Bloody Wolf",,,@,1990,NEC,us,@,@,@,@,@,@,@,@,@,@,,,
"Bloody Wolf",,1d2bf06b181ef0feaaf7e81770c9afcbcbda1000,,,"Bloody Wolf",,,@,1990,NEC,us,@,,"PC Engine compatible",Lives,@,@,@,@,@,@,,,
"Bloody Wolf",,d791f5449d71872630a72b0e99b04521fa01515b,,,"Bloody Wolf Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,254483ef1d07dda36c67d643cfe8ee54979337e6,,,"Blox Graphics Slideshow",,,,2000,,,?,,,,,,,,,,,,
"Body Conquest II",,72edaf529c41f7c81d1e1fc7dc27bae8e598da9b,,,"Bodyconquest II: Kyuuseishu",,"Bodyconquest 2 - Kyuuseishu",,1993,"Games Express",jp,?,,,,,,,,,@,,,
"!Public Domain",,5c017921429e799b6c15bd18a57e6d684382a24a,,,"Bomber Demo",,,v0.2,,FagEmul,,,,,,,,,,,,,,
"!Public Domain",,1fedbd649d52cd399508c434f9b31d013f0ab3be,,,"Bomber Demo",,,v0.2,,FagEmul,,?,,,,,,,,,,,,
"!Public Domain",,c1c53d850b13f12282a55f99e9d592d40ec404d1,,,"Bomber Demo",,,v0.1,,FagEmul,,?,,,,,,,,,,,,
@,,738bbced47d87cd438d7972eba58c08f5c031a74,,,"Bomber Man",,,@,1990,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,c5d3eeef1a2cd005fce73bdce9a7ded16bdfce7a,,,"Bomber Man",,,@,1990,Hudson,jp,@,@,@,@,@,@,@,@,"copyright removed",@,,,
@,,bae43debf9a171fa04df89f2127ec17ed949a655,,,"Bomber Man",,,@,1990,Hudson,jp,@,"Bcorrupt gfx",@,@,@,@,@,@,@,@,,,
@,,dc63680e579764bbacb7f07514f4f49ab888d3b1,,,"Bomber Man",,,@,1991,"Hudson | NEC",us,@,@,@,@,@,@,@,@,@,@,,,
@,,2aeae0b7318cc0abb94d99c73c1aafd0221324ba,,,"Bomber Man",,,@,1990,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,afd68c7409f961a2e7895c0397c52db3de7070b2,,,"Bomber Man",,,@,1991,"Hudson | NEC",us,@,,@,Lives,@,@,@,@,@,@,,,
@,,f7944907f919c24dd5f89dc3731ddf285ae81aef,,,"Bomber Man",,,@,1990,Hudson,jp,@,,@,Lives,@,@,@,@,@,@,,,
"Bomberman '93",,e43831f324090508194d7ff6db8cbc15d54573a3,,,,,,@,1992,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Bomberman '93",,64131aeb6753bffde2910d641c73b56108874320,,,,,,@,1992,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"Bomberman '93",,709b47de6e0ebc18fb80c951d5cfaa6ce82d6ce0,,,,,,@,1993,"Hudson | Turbo Technologies",us,@,@,@,@,@,@,@,@,@,@,,,
"Bomberman '93",,c488eeb4254ad3276943a4c513e9f6f67c8afe20,,,,,,@,1992,Hudson,jp,@,,@,Lives,@,@,@,@,@,@,,,
"Bomberman '93",,4da0a19e234ee4efd487520fd06bf6e2a07a4ffd,,,,,,@,1992,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Bomberman '93",,b134afb48d458282fd067d1123f51ca8bf856410,,,,,,@,1992,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Bomberman '93 Special",,79af6d5987267238cf8f729af79e25349cb0bf03,,,"Bomber Man '93: Special Version",,,@,1992,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"Bomberman '94",,5ecc8ed47d5a30e992cf6525d42257e136858fdf,,,,,,@,1993,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Bomberman '94",,ec0fc0c2a9f0f7af7d316588264139d354fe7dd0,,,,,,@,1993,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Bomberman '94",,afed048d1ca56c7dff621211be8b04b31556b98b,,,,,,@,1993,Hudson,jp,@,,@,Lives,@,@,@,@,@,@,,,
"Bomberman '94",,9085b474199531259b4ebbc05a279ae96cb7c5bd,,,,,,@,1993,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,96ba02050843cacb149859128a8f3313bff44358,,,"Bomber Man: Users Battle",,,@,1990,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"Bomberman '93",,f34de34ed1b881bde22d023d37db6e1a9f7f7d61,,,"Bomberman '93 Sounds",,,,,,,?,,,,,,,,,,,,
"Bomberman '93 Special",,ed4282087459226be35001cc6b84e1828162e64a,,,"Bomberman '93: Special Version",,,,1992,Hudson,jp,?,,,,,,,,,@,,,
"Bomberman '94",,7e2c79414eaf53b4d5ed50db7e99fca39ecc09f8,,,"Bomberman '94 Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,28818aca8d45a4c983d173fc430c55e6981e2222,,,"Bomberman Backup RAM Generator",,,,,,,?,,,,,,,,,,,,
Bomberman,,4d3fd8e1ab21366724340fdcedd5ee98fe2d4e38,,,"Bomberman Sounds",,,,,,,?,,,,,,,,,,,,
@,,403c4fbdb617cea5b8cd0c8d06ae988f6aef93bd,,,"Bonk's Adventure",,,@,1990,"Hudson | NEC",us,@,@,@,@,@,@,@,@,@,@,,,
@,,0bbc78800d5fae2b7a8fa5d60c8bd38e52c28ad6,,,"Bonk's Adventure",,,@,1990,"Hudson | NEC",us,@,,"PC Engine compatible",Lives,@,@,@,@,@,@,,,
@,,a025ce19331339b3b1b281c44892cb7d9925bc80,,,"Bonk's Adventure",,,@,1990,"Hudson | NEC",us,b,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,26902ac4a734aefca38f794e3b33f17a4b3c7ffe,,,"Bonk's Adventure",,,@,1990,"Hudson | NEC",us,o,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,6f6b2c0c53dc15a8b9090dda532848bdefa8b961,,,"Bonk's Adventure",,,@,1990,"Hudson | NEC",us,o,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,a88350266ea25c17812298deadbd10faa0360d26,,,"Bonk's Adventure",,,@,1990,"Hudson | NEC",us,@,,@,Lives,@,@,@,@,@,@,,,
@,,e6e3e47a5e521d8c7794e8f03b83eac38f64d1fe,,,"Bonk's Adventure",,,@,1990,"Hudson | NEC",us,o,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,0e9e5ae643a25a1f04f6978d47a1c0d23470a5d2,,,"Bonk's Revenge",,,@,1991,"Hudson | NEC",us,@,,@,Lives,@,@,@,@,@,@,,,
@,,972ca18e65de6afed8bac1439981ec1b67caa903,,,"Bonk's Revenge",,,@,1991,"Hudson | NEC",us,b,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,ce344ec574487a90c31f286deb0b21f5ba6c6815,,,"Bonk 3: Bonk's Big Adventure",,,@,1993,"Hudson | Turbo Technologies",us,@,,@,Lives,@,@,@,@,@,@,,,
@,,572a780568a89b8fd0571bebfebb90ff08c5802c,,,"Bonk 3: Bonk's Big Adventure",,,@,1993,"Hudson | Turbo Technologies",us,@,,"PC Engine compatible",Lives,@,@,@,@,@,@,,,
@,,b966df0281f7fab4536afc166278e1bec0d926c4,,,"Bonk 3: Bonk's Big Adventure",,,@,1993,"Hudson | Turbo Technologies",us,@,@,@,@,@,@,@,@,@,@,,,
@,,cd3ea7deeab645b596ae1eef7c34dbedee5fc28b,,,"Bonk 3: Bonk's Big Adventure",,,@,1993,"Hudson | Turbo Technologies",us,b,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,2d063e4771d111355c0a190d02b975d350b62edf,,,"Bonk 3: Bonk's Big Adventure",,,@,1993,"Hudson | Turbo Technologies",us,@,"Bbits swapped",@,@,@,@,@,@,@,@,,,
@,,f0414564cd176f75c2fd506c4e90362f8a124eaf,,,"Bouken Danshaku Don: The Lost Sunheart",,"Bouken Danshaku Don - Lost Sunheart",@,1992,I'Max,jp,@,,@,Lives,@,@,@,@,@,@,,,
@,,e500dc66e212b96ff6fa02104a02f4836b44a863,,,"Bouken Danshaku Don: The Lost Sunheart",,"Bouken Danshaku Don - Lost Sunheart",@,1992,I'Max,jp,@,,@,Energy,@,@,@,@,@,@,,,
@,,b070b502957378826d3afa8f9f12546bbe23374b,,,"Bouken Danshaku Don: The Lost Sunheart",,"Bouken Danshaku Don - Lost Sunheart",@,1992,I'Max,jp,@,@,@,@,@,@,@,@,*,@,,,
"!Public Domain",,cdf62b69109f50ca5bd9b9975b0cc024d88dd82a,,,"Bouncing Ball Demo",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,79653697d96b30036b3ff48a9a464f65777efc55,,,"Bouncing Ball Demo",,,,2000,,,?,,,,,,,,,,,,
@,,7e165324d735a20156fd90ac97d0bf1c115e0a02,,,Boxyboy,,,@,1990,NEC,us,@,@,@,@,@,@,@,@,@,@,,,
Bravoman,,4d56a1238bbc18a5e3317af68fdf63017109b117,,,"Bravoman Sounds",,,,,,,?,,,,,,,,,,,,
"Break In",,560d68b8f1a12b99ca30d55a402d729ebeb985b3,,,"Break In",,,@,1989,Naxat,jp,b,@,@,@,@,@,@,@,@,@,,,
"Break In",,2a409cbe09529c6995954b3985168882bad80aa4,,,"Break In",,,@,1989,Naxat,jp,@,@,@,@,@,@,@,@,@,@,,,
"Break In",,ff8253db5ce615288123ad54970595708811bcc2,,,"Break In",,,@,1989,Naxat,jp,b,@,@,@,@,@,@,@,@,@,,,
"Break In",,80763939bb12715e417b0af82c550d51e98e65d3,,,"Break In Sounds",,,,,,,?,,,,,,,,,,,,
@,,169660908a8c43ee33f1df86d2f775dac2bfa47d,,,"Bubblegum Crash!: Knight Sabers 2034",,,@,1991,Naxat,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,6e01316b477950d120a6b86c56750935859b25a1,,,"Bubblegum Crash!: Knight Sabers 2034",,,@,@,"Dave Shadoff - Filler - Tomaitheus",jp,@,@,@,@,en,@,@,@,@,@,,,
@,,c011b2754de3983e339f48366cc5d7e64a18331b,,,"Bug Hunt",,,@,2013,cabbage,@,@,@,@,@,@,@,@,@,@,@,,,
@,,3c1348242a7a1095134bc5617984e4cf11f16643,,,"Bullfight: Ring no Hasha",,,@,1989,Cream,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,438335f6135992e7639d57cde2f2810e2ad182a0,,,"Bullfight: Ring no Hasha",,,@,1989,Cream,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,6cd94e6209da2939752ab6b1c2d46e5b48c8e0cb,,,"Bullfight: Ring no Hasha",,,@,1989,Cream,jp,@,@,@,@,@,@,@,@,@,@,,,
"Burning Angels",,878b8ab5f4368c48be48e29e38df257960fe1603,,,"Burning Angels",,,@,1990,Naxat,jp,@,"infinite energy Dragon",@,*,@,@,@,@,@,@,,,
"Burning Angels",,755c5ca8cc9453c049f56594109f2c3cd2861d96,,,"Burning Angels",,,@,1990,Naxat,jp,@,@,@,@,@,@,@,@,*,@,,,
"Burning Angels",,d34f38058ac1d8276e145a47fc4fdc1310f49a60,,,"Burning Angels",,,@,1990,Naxat,jp,@,@,@,@,@,@,@,@,@,@,,,
"Burning Angels",,b3dcf1a90ee534e35ffd95a5297213be02398954,,,"Burning Angels Sounds",,,,,,,?,,,,,,,,,,,,
"Busou Keiji: Cyber Cross",,d6b289160afdb281a6e5eb80abe0598bf05ce80d,,,"Busou Keiji Cyber Cross Sounds",,,,,,,?,,,,,,,,,,,,
Cadash,,73dacbf1da02773494c0c8ab47b5fe0eef18951b,,,Cadash,,,@,1991,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
Cadash,,1e142d845f722e8f8f50f7fd6652a91d15046147,,,Cadash,,,@,1991,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
Cadash,,d7fdf6c3500cbeb5191a7041376a032d9cc81ce3,,,Cadash,,,@,1991,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
Cadash,,31c9692ba8c7eab995a6d3ab1e2079b69b47847f,,,Cadash,,,@,1991,"Working Designs",us,@,@,@,@,@,@,@,@,@,@,,,
Cadash,,164b6f501fecfd4ff8a4b3a59f848860ace47562,,,Cadash,,,@,1991,Taito,jp,o,@,@,@,@,@,@,@,@,@,,,
Cadash,,1d4b87bbf4d904af77941d03d8a1ca44b464bcdb,,,Cadash,,,@,1991,"Working Designs",us,@,,@,Energy,@,@,@,@,@,@,,,
Cadash,,3755cb2b883bc106e58019e1cd82708a63394f35,,,Cadash,,,@,1991,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
Cadash,,a414e4b90b2ab3273233011f4d3ad7a441982d4e,,,Cadash,,,@,1991,Taito,jp,@,,@,Energy,@,@,@,@,@,@,,,
Cadash,,e38748ce98110e4187070c6616627180eeb29a6b,,,Cadash,,,@,1991,"Working Designs",us,@,"Bbits swapped",@,@,@,@,@,@,@,@,,,
Cadash,,0a013bd237ee1e7a660f3e0f1ce38e9d37e6ab0f,,,"Cadash Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,2339f3417061fa3df357d3bda5b2ca32261497b3,,,"Cart Demo",,,,,,,?,,,,,,,,,,,,
"CD-ROM System BIOS",,680c79fa64b8ce99647670554d6cd4d7582d5207,,,"CD-ROM System",,,v2.01,,,us,?,,,,,,,,,,,,
"CD-ROM System BIOS",,3ca4a3b8d8a7f08492e684064c6fa362e914c1af,,,"CD-ROM System",,,v2.00,,,jp,?,,,,,,,,,,,,
"CD-ROM System BIOS",,df2a87fa4440c7c348388f1ec44693c67653b407,,,"CD-ROM System",,,v2.10,,,jp,b,,,,,,,,,,,,
"CD-ROM System BIOS",,e8ae7e21ae5b999dff86291889227b051929c8bb,,,"CD-ROM System",,,"v2.10 | Reports v1",,,jp,?,,,,,,,,1,,,,
"CD-ROM System BIOS",,c41e3c4543609bc3aa8f6a014ef701b62d856daf,,,"CD-ROM System",,,v1.00,,,jp,?,,,,,,,,,,,,
"CD-ROM System BIOS",,c7e52c5f3a1537b31e300836b02f58e2614f4395,,,"CD-ROM System",,,v1.00,,,jp,b,,,,,,,,,,,,
"CD-ROM System BIOS",,c57e2e302c8b28fef138a559e2107c4faee44c05,,,"CD-ROM System",,,"v2.00 | Reports v1",,,jp,?,,,,,,,,1,,,,
"CD-ROM System BIOS",,8f8c63bdd08497b26b9f60773355d5073fb65de6,,,"CD-ROM System",,,v2.10,,,jp,?,,,,,,,,,,,,
"Champion Wrestler",,d14cce5788e42fcd284438a9d4ac2400bf7b9377,,,"Champion Wrestler",,,@,1990,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
"Champion Wrestler",,c865834d69b765bfb9f7730d98dfc167c360e964,,,"Champion Wrestler",,,@,1990,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
"Champion Wrestler",,c0e5b46c1e477ac44ea30b55ebebaea0485c34d2,,,"Champion Wrestler Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,c310047557c89a3a8bf6ddbb3d3298abefd080b6,,,"Chenille Demo",,,,,JyCet,,?,,,,,,,,,,,,
@,,32e9266610cff2c20332ec265bcee7dfade16505,,,Chew-Man-Fu,,,@,1990,"Hudson | NEC",us,@,,@,Lives,@,@,@,@,@,@,,,
@,,e1f539bf2d463e4f1bb2dd7b951ef5c95a213a32,,,Chew-Man-Fu,,,@,@,"Generation IX",us,@,@,@,@,fr,@,@,@,@,@,,,
@,,de35c38944c42f2c14581e3ea003c1168b609aa6,,,"Chibi Maruko-chan: Quiz de Piihyara",,,@,1991,Namco,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,1933869f66f30da4bc07b9ff6b6c2897b32088f2,,,"China Warrior",,,@,1989,"Hudson | NEC",us,@,@,@,@,@,@,@,@,@,@,,,
@,,f14fb3ee5f7ade3194c509b432bf8b1ad9775cc0,,,"China Warrior",,,@,1989,"Hudson | NEC",us,@,,@,Energy,@,@,@,@,@,@,,,
@,,f12661bd2b0779d8b838013f9cd7cab25bcfb650,,,"China Warrior",,,@,1989,"Hudson | NEC",us,b,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,fefc162f808f2e6d98e6924587887e0fd1f2a5ed,,,"China Warrior",,,@,1989,"Hudson | NEC",us,@,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,9abb7d96a4dba96a26f7073ea06cb8b2deb24a43,,,"Chou Zetsurin Jin: Bravoman",,,@,1990,Namco,jp,@,"AKA Berabou Man",@,@,@,@,@,@,@,@,,,
@,,b1dcc25b97d5e307827d66f7aef5fa26a5cca41e,,,"Chou Zetsurin Jin: Bravoman",,,@,1990,Namco,jp,b,"AKA Berabou Man",@,@,@,@,@,@,@,@,,,
@,,70e1e42d1955c4545040bfd2913e36fb7ee2b6ab,,,"Chou Zetsurin Jin: Bravoman",,,@,1990,Namco,jp,b,"AKA Berabou Man",@,@,@,@,@,@,@,@,,,
@,,a09fb1851036a3a74c163e0b516af869b33e96e8,,,"Chou Zetsurin Jin: Bravoman",,,@,1990,Namco,jp,b,"AKA Berabou Man",@,@,@,@,@,@,@,@,,,
@,,40e6d4d7128ba9fc7661d93d5083e1899a4728b1,,,"Chou Zetsurin Jin: Bravoman",,,@,1990,Namco,jp,b,"AKA Berabou Man",@,@,@,@,@,@,@,@,,,
"!Public Domain",,1908e7821563bd551cc7f9c0fac9279bb21168c2,,,"City Bomber",,,v0.1,,,,?,,,,,,,,,,,,
"!Public Domain",,8bcf456a3dc337300fa9614b5e0985748ad519fd,,,"City Bomber",,,vX.X,,,,?,,,,,,,,,,,,
"City Hunter",,8265cb33901609ec1cf156b8e0c7fc3884bc1acd,,,"City Hunter",,,@,1989,Sunsoft,jp,@,@,@,@,@,@,@,@,@,@,,,
"City Hunter",,3f2c2fd62f141e4086342063c30601b897fd524a,,,"City Hunter",,,@,1989,Sunsoft,jp,o,@,@,@,@,@,@,@,@,@,,,
"City Hunter",,d05eadfd52ae6e121486c343b207684cf87e0153,,,"City Hunter",,,@,1989,Sunsoft,jp,b,"corrupt gfx",@,@,@,@,@,@,@,@,,,
"City Hunter",,3db10fba26e525bf9916e9985136f3845f477fe2,,,"City Hunter Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,0ea1a5b50a4ee758f8cf270c8c09031d195eaa54,,,"Collision 8",,,,,,,?,,,,,,,,,,,,
@,,238f9ee6cc80b31c5c93a4f43281e690200bdea3,,,Columns,,,@,1991,"Sega | Telenet",jp,@,@,@,@,@,@,@,@,@,@,,,
@,,2e0b2089e25eea0dc56e38138e2661885087e0af,,,Columns,,,@,1991,"Sega | Telenet",jp,b,@,@,@,@,@,@,@,@,@,,,
@,,f6bb12578a90a60dcac179c56ff8e696732df450,,,Columns,,,@,1991,"Sega | Telenet",jp,b,@,@,@,@,@,@,@,@,@,,,
@,,51e2d8770628d0a3713c04c74d55a3a2b32c0ee5,,,Columns,,,@,1991,"Sega | Telenet",jp,b,@,@,@,@,@,@,@,@,@,,,
@,,8c79bfc04ac443a2239004d3c574d3c862294d99,,,Coryoon,,,@,1991,Naxat,jp,@,,@,Lives,@,@,@,@,@,@,,,
@,,709595f04defcc55181f7502a0065e4c22d5fb19,,,Coryoon,,,@,1991,Naxat,jp,@,"AKA Coryoon - Child of Dragon",@,@,@,@,@,@,@,@,,,
@,,a3bfc6db803f9dd032d4ed005ea1273450d6e486,,,Coryoon,,,@,1991,Naxat,jp,@,"AKA Coryoon - Child of Dragon | Bcorrupt gfx",@,@,@,@,@,@,@,@,,,
@,,9c840b7452b6ec87db24cc75180ebb1c970bd3e8,,,Coryoon,,,@,1991,Naxat,jp,@,"AKA Coryoon - Child of Dragon",@,@,@,@,@,@,@,@,,,
"Coryoon: Child of Dragon",,6c250d031ea0fc024a71115a12b9aa2887a922f1,,,"Coryoon: Child of Dragon Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,bbf0e448eeb14e973fa2e255897ee9febd3908b8,,,Crash,,,Pre-Release,,"Bt Gardner",,?,,,,,,,,,,,,
"!Public Domain",,69a75a8baba82c561e1a6159710dcb0939212874,,,Crash,,,Beta,,"Bt Gardner",,?,,,,,,,,,,,,
"!Public Domain",,99cffd7432ead81d4c1b2b959b265da4ffcf6668,,,Crash,,,v1.01,,"Bt Gardner",,?,,,,,,,,,,,,
"!Public Domain",,7f77717388c300a6beed4e7949286b67065fd488,,,Crash,,,,,"Bt Gardner",,?,,,,,,,,,,,,
@,,d02866d8fb2b8a46282bc574824f84aa6c0d8048,,,"Cross Bomber",,,@,2021/05/13,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,6f1dd1df616a994aab255d9dd5d0d9dd03a9b048,,,"Cross Bomber",,,@,2020/08/26,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,08a86b9f798f95ba6d336c59bbda8c72f97566a5,,,"Cross Chase",,,@,2021/05/13,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,94ad74427caa7f35ae5ba56b8499ca7faf87732a,,,"Cross Chase",,,@,2018/10/29,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,01d930c1ba30157375341a4ced7e7797b4ab9fbe,,,"Cross Chase",,,@,2018/08/04,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,d79f12a204591a688d962bf49aeff1838b4ad00f,,,"Cross Chase",,,@,2018/02/03,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,6a94598fe36fe60d46c81be5adcf3962d9384245,,,"Cross Chase",,,@,2020/04/02,"Caruso, Fabrizio",@,@,swapped,ull,@,@,@,@,@,@,@,,,
@,,25d0f72f57aeb9f56c2399833903291e49129942,,,"Cross Chase",,,@,2021/05/13,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,22f8cde0b23c1bb26f5e40c0b324dd9ab2971bca,,,"Cross Chase",,,@,2018/04/15,"Caruso, Fabrizio",@,@,swapped,ull,@,@,@,@,@,@,@,,,
@,,5f6de48293d48075bd160522ce02ab3c16b061b4,,,"Cross Chase",,,@,2020/04/02,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,80af8d02f7826ce7d93600c4cd14536aa0004f4a,,,"Cross Chase",,,@,2018/08/04,"Caruso, Fabrizio",@,@,swapped,ull,@,@,@,@,@,@,@,,,
@,,9f207266780a48744aad91a14f2bbe38a50c1e4c,,,"Cross Chase",,,@,2018/05/19,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,56e7d261009a49cc0e24e273f13c396351771deb,,,"Cross Chase",,,@,2018/07/19,"Caruso, Fabrizio",@,@,swapped,ull,@,@,@,@,@,@,@,,,
@,,aa7cde81f1544d9330653b5c3dcaf989657e7b31,,,"Cross Chase",,,@,2018/05/19,"Caruso, Fabrizio",@,@,swapped,ull,@,@,@,@,@,@,@,,,
@,,4cf6906ff3fcde29bc912919722842f6131be125,,,"Cross Chase",,,@,2018/10/29,"Caruso, Fabrizio",@,@,swapped,ull,@,@,@,@,@,@,@,,,
@,,7fec5aca5163ca28d7c9114340c6670442b0c9f1,,,"Cross Chase",,,@,2018/04/15,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,12f73697eb74f64d9703efd6c1df0c5e3c0b214c,,,"Cross Chase",,,@,2018/07/19,iny,@,@,8K,@,*,@,@,@,@,@,@,,,
@,,f43b3e9b59fa1840c3582c64e681653335450c27,,,"Cross Demo",,,@,2020/07/28,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
@,,8962f382adbdf981a26ac258c6da8bb196f92b03,,,"Cross Horde",,,@,2021/04/16,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,3b9743f3cbb9ede5639bdeac42dfbdcbe47a3bac,,,"Cross Horde",,,@,2021/04/25,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,ab81b31c10ae7bf437c3a7704e7df636b74d4c6d,,,"Cross Horde",,,v1.0,2021/05/01,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,925bb57964fdfa7ef7ff1524de1d46132bf7d9ff,,,"Cross Shoot",,,@,2020/07/03,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,fe4ae1bfc6949c3ac8d16850da2c70dd65ed4829,,,"Cross Snake",,,v2.0,2020/12/31,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,9e6a920b56097bfbffc835c8e4855ef6e0278d8e,,,"Cross Snake",,,v1.0,2020/12/12,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,f0d3c80f24b0fe6afaec27db6b88a1236ffceb9b,,,"Cross Snake Preview",,,@,2020/12/05,"Caruso, Fabrizio",@,@,swapped,@,@,@,@,@,@,@,@,,,
@,,cded65b2716db5c38dcfbb23414c7bba6f8cc446,,,"Cross Wiber: Cyber-Combat-Police",,,@,1990,Face,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,9eed16c7df8e00faf9758cd5987fb06dbdf99cef,,,"Cross Wiber: Cyber-Combat-Police",,,@,1990,Face,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,45e5bde76a54e558090e06bceea94069c0967876,,,"Cross Wiber: Cyber-Combat-Police",,,@,1990,Face,jp,b,@,@,@,@,@,@,@,@,@,,,
